"shipment_facility_current_name","shipment_facility_nexthop_name","shipment_service_tier","shipment_tms_cutoff","tracking_id_merchant","tracking_id_ekart","bag_facility_source_name","shipment_facility_source_name","fact_updated_at","shipment_cpd"
"MotherHub_YKB","EnglishBazarHub_LDA","ECONOMY","06:00:00","B-71259027195854241","FMPC3259466043","Firozabad_FZD_PL","MotherHub_YKB","2023-11-23T12:08:06.000+05:30","2023-12-03T02:59:59.000+05:30"
"MotherHub_YKB","JamtaraHub_JMT","ECONOMY","03:00:00","A-29876973660333469","FMPC3256392758","MeerutHub_PL","MotherHub_YKB","2023-11-23T08:23:19.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","B-27085200086798176","FMPC3258304609","BudhViharHub_DEL_PL","MotherHub_YKB","2023-11-23T03:13:17.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_NAG_BTS","ECONOMY","00:00:00","D-13171655158761628","FMPC3259147575","BudhViharHub_DEL_PL","MotherHub_YKB","2023-11-23T02:12:45.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","D-26402507862778431","FMPC3256420223","RohtakHub_ROH_PL","MotherHub_YKB","2023-11-23T12:39:23.000+05:30","2023-11-30T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_HJR","ECONOMY","19:00:00","C-29950493737683578","FMPC3258616983","Pitampurahub_DEL_PL","MotherHub_YKB","2023-11-23T12:10:04.000+05:30","2023-11-28T02:59:59.000+05:30"
"MotherHub_YKB","PakriHub_DMH","ECONOMY","20:00:00","B-6242504817349671","FMPC3248245536","SahibabadHub_DEL_PL","MotherHub_YKB","2023-11-21T04:11:43.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_JJH","ECONOMY","09:00:00","A-27028258395605850","FMPC3258011859","ChanakyapuriHub_DEL_PL","MotherHub_YKB","2023-11-23T13:04:51.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","MotherHub_NAG_BTS","ECONOMY","00:00:00","D-36874803195302277","FMPC3259156078","BudhViharHub_DEL_PL","MotherHub_YKB","2023-11-23T03:06:15.000+05:30","2023-11-27T02:59:59.000+05:30"
"MotherHub_YKB","Motherhub_PLS","ECONOMY","21:00:00","G-73067891247998601","FMPC3258346913","Motibaghhub_DEL_PL","MotherHub_YKB","2023-11-23T08:58:56.000+05:30","2023-12-02T02:59:59.000+05:30"
