"shipment_facility_current_name","tracking_id_ekart","shipment_status","bag_type_ph","bag_id","shipment_facility_source_name","bag_facility_source_name","fact_updated_at","bag_facility_source_name_1"
"MotherHub_YKB","FMPC3256420310","sorted","B5","PH-B5-DELYKB-30605713","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:07.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255804039","sorted","ZO","PH-ZO-DELYKB-30658514","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:20:33.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020390949","sorted","B5","PH-B5-DELYKB-30659472","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:22:23.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255402951","sorted","B5","PH-B5-DELYKB-30655864","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:11.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256893649","sorted","B5","PH-B5-DELYKB-30659047","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:33:31.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256576387","sorted","ZO","PH-ZO-DELYKB-30655166","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:57.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020399701","sorted","B5","PH-B5-DELYKB-30655863","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:27:39.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256276829","sorted","B5","PH-B5-DELYKB-30660539","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:28.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020468309","sorted","B5","PH-B5-DELYKB-30654768","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:23:58.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255939026","sorted","B5","PH-B5-DELYKB-30659478","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:24.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3254792361","sorted","B5","PH-B5-DELYKB-30618732","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:38.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2019686921","sorted","B5","PH-B5-DELYKB-30618732","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:38.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255240336","sorted","B5","PH-B5-DELYKB-30660545","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:05.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3254788425","sorted","B5","PH-B5-DELYKB-30653932","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:26:28.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020831411","sorted","B5","PH-B5-DELYKB-30659484","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:29:29.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255910288","sorted","B5","PH-B5-DELYKB-30659047","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:47.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255843260","sorted","B5","PH-B5-DELYKB-30653331","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:17.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256832863","sorted","B5","PH-B5-DELYKB-30654763","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:31:57.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3254759563","sorted","B5","PH-B5-DELYKB-30653930","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:27:35.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3255854657","sorted","B5","PH-B5-DELYKB-30584687","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:32:42.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256382682","sorted","B5","PH-B5-DELYKB-30378945","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:30:50.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256412856","sorted","B5","PH-B5-DELYKB-30652530","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:26:56.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020650951","sorted","B5","PH-B5-DELYKB-30652530","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:26:56.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPC3256093640","sorted","B5","PH-B5-DELYKB-30654771","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:29:12.000+05:30","Peeragarhi_DEL_PL"
"MotherHub_YKB","FMPP2020609318","sorted","B5","PH-B5-DELYKB-30667380","MotherHub_YKB","Peeragarhi_DEL_PL","2023-11-22T01:28:48.000+05:30","Peeragarhi_DEL_PL"
